SYMBOL,NAME OF COMPANY,Status,Last_Price(5d)
DNTH,Dianthus Therapeutics Inc. Common Stock,Listed,42.13
DNUT,Krispy Kreme Inc. Common Stock,Listed,4.4
DOCU,DocuSign Inc. Common Stock,Listed,71.11
DOGZ,Dogness (International) Corporation Class A Common Stock,Listed,10.58
DOMH,Dominari Holdings Inc. Common Stock,Listed,4.45
DOMO,Domo Inc. Class B Common Stock,Listed,9.04
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,Listed,77.51
DORM,Dorman Products Inc. Common Stock,Listed,128.01
DOX,Amdocs Limited Ordinary Shares,Listed,79.35
DOYU,DouYu International Holdings Limited ADS,Listed,7
DPRO,Draganfly Inc. Common Shares,Listed,6.97
DRCT,Direct Digital Holdings Inc. Class A Common Stock,Listed,0.07
DRIO,DarioHealth Corp. Common Stock,Listed,11.89
DRMA,Dermata Therapeutics Inc. Common Stock,Listed,2.63
DRMAW,Dermata Therapeutics Inc. Warrant,Listed,0.02
DRS,Leonardo DRS Inc. Common Stock,Listed,34.46
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,Listed,5.05
DRTSW,Alpha Tau Medical Ltd. Warrant,Listed,0.35
DRUG,Bright Minds Biosciences Inc. Common Stock,Listed,84.19
DRVN,Driven Brands Holdings Inc. Common Stock,Listed,15.41
DSGN,Design Therapeutics Inc. Common Stock,Listed,9.43
DSGR,Distribution Solutions Group Inc. Common Stock,Listed,29.14
DSGX,Descartes Systems Group Inc. (The) Common Stock,Listed,90.71
DSP,Viant Technology Inc. Class A Common Stock,Listed,11.68
DSWL,Deswell Industries Inc. Common Shares,Listed,3.3
DTCK,Davis Commodities Limited Ordinary Shares,Listed,0.33
DTI,Drilling Tools International Corporation Common Stock,Listed,2.66
DTIL,Precision BioSciences Inc. Common Stock,Listed,4.99
DTSS,Datasea Inc. Common Stock,Listed,1.27
DTST,Data Storage Corporation Common Stock,Listed,5
DTSTW,Data Storage Corporation Warrant,Listed,0.2
DUO,Fangdd Network Group Ltd. American Depositary Shares,Listed,1.95
DUOL,Duolingo Inc. Class A Common Stock,Listed,196.28
DUOT,Duos Technologies Group Inc. Common Stock,Listed,9.79
DVAX,Dynavax Technologies Corporation Common Stock,Listed,10.8
DWSN,Dawson Geophysical Company Common Stock,Listed,1.76
DXCM,DexCom Inc. Common Stock,Listed,66.96
DXLG,Destination XL Group Inc. Common Stock,Listed,1.14
DXPE,DXP Enterprises Inc. Common Stock,Listed,109.36
DXR,Daxor Corporation Common Stock,Listed,12.25
DXYN,Dixie Group Inc. (The) Common Stock,Listed,0.52
DYAI,Dyadic International Inc. Common Stock,Listed,0.91
DYN,Dyne Therapeutics Inc. Common Stock,Listed,19.27
DYNT,Dynatronics Corporation Common Stock,Listed,0.05
DZSI,DZS Inc. Common Stock,Listed,0.02
EA,Electronic Arts Inc. Common Stock,Listed,203.73
EBAY,eBay Inc. Common Stock,Listed,85.36
EBC,Eastern Bankshares Inc. Common Stock,Listed,19.65
EBMT,Eagle Bancorp Montana Inc. Common Stock,Listed,19.08
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,Listed,3.51
ECBK,ECB Bancorp Inc. Common Stock,Listed,17.2
ECDA,ECD Automotive Design Inc. Common Stock,Listed,0.29
ECDAW,ECD Automotive Design Inc. Warrant ,Listed,0.01
ECOR,electroCore Inc. Common Stock,Listed,4.75
ECPG,Encore Capital Group Inc Common Stock,Listed,53.71
ECX,ECARX Holdings Inc. Class A Ordinary shares,Listed,1.67
EDAP,EDAP TMS S.A. American Depositary Shares,Listed,2.88
EDBL,Edible Garden AG Incorporated Common Stock,Listed,1.3
EDBLW,Edible Garden AG Incorporated Warrant,Listed,0.17
EDIT,Editas Medicine Inc. Common Stock,Listed,2.53
EDRY,EuroDry Ltd. Common Shares ,Listed,13.32
EDSA,Edesa Biotech Inc. Common Shares,Listed,1.74
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,Listed,0.9
EDUC,Educational Development Corporation Common Stock,Listed,1.34
EEFT,Euronet Worldwide Inc. Common Stock,Listed,78.51
EEIQ,EpicQuest Education Group International Limited Common Stock,Listed,0.31
EFOI,Energy Focus Inc. Common Stock,Listed,2.46
EFSC,Enterprise Financial Services Corporation Common Stock,Listed,56.71
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,Listed,19.7
EFTR,eFFECTOR Therapeutics Inc. Common Stock,Listed,0
EGAN,eGain Corporation Common Stock,Listed,10.34
EGBN,Eagle Bancorp Inc. Common Stock,Listed,21.38
EGHT,8x8 Inc Common Stock,Listed,2.19
EGRX,Eagle Pharmaceuticals Inc. Common Stock,Listed,0.5
EH,EHang Holdings Limited ADS,Listed,14.1
EHTH,eHealth Inc. Common Stock,Listed,4.5
EJH,E-Home Household Service Holdings Limited Ordinary Shares,Listed,0.78
EKSO,Ekso Bionics Holdings Inc. Common Stock,Listed,4.67
ELAB,Elevai Labs Inc. Common Stock,Listed,3.85
ELBM,Electra Battery Materials Corporation Common Stock,Listed,0.92
ELDN,Eledon Pharmaceuticals Inc. Common Stock,Listed,1.64
ELSE,Electro-Sensors Inc. Common Stock,Listed,4.55
ELTK,Eltek Ltd. Ordinary Shares,Listed,9.45
ELTX,Elicio Therapeutics Inc. Common Stock,Listed,8.19
ELUT,Elutia Inc. Class A Common Stock,Listed,0.7
ELVA,Electrovaya Inc. Common Shares,Listed,6.62
ELVN,Enliven Therapeutics Inc. Common Stock,Listed,16.86
ELWS,Earlyworks Co. Ltd. American Depositary Shares,Listed,5.65
EM,Smart Share Global Limited American Depositary Shares,Listed,1.34
EMBC,Embecta Corp. Common Stock,Listed,11.8
EML,Eastern Company (The) Common Stock,Listed,20.15
ENGN,enGene Holdings Inc. Common Stock,Listed,8.46
ENGNW,enGene Holdings Inc. Warrants,Listed,2.66
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Listed,38.8
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Listed,0.93
ENPH,Enphase Energy Inc. Common Stock,Listed,32.18
ENSC,Ensysce Biosciences Inc. Common Stock,Listed,1.42
ENSG,The Ensign Group Inc. Common Stock,Listed,175.63
ENTA,Enanta Pharmaceuticals Inc. Common Stock,Listed,14.73
ENTG,Entegris Inc. Common Stock,Listed,92.55
ENTO,Entero Therapeutics Inc. Common Stock,Listed,2.94
ENTX,Entera Bio Ltd. Ordinary Shares,Listed,2.16
ENVB,Enveric Biosciences Inc. Common Stock,Listed,5.43
ENVX,Enovix Corporation Common Stock,Listed,8.64
EOLS,Evolus Inc. Common Stock,Listed,7.04
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,Listed,14.84
EPOW,Sunrise New Energy Co. Ltd Class A Ordinary Shares,Listed,0.96
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,Listed,6.27
EPSN,Epsilon Energy Ltd. Common Share,Listed,5.02
EQ,Equillium Inc. Common Stock,Listed,1.28
EQIX,Equinix Inc. Common Stock REIT,Listed,750.32
ERAS,Erasca Inc. Common Stock,Listed,3.6
ERIC,Ericsson American Depositary Shares,Listed,9.57
ERIE,Erie Indemnity Company Class A Common Stock,Listed,287.33
ERII,Energy Recovery Inc. Common Stock,Listed,14.47
ERNA,Eterna Therapeutics Inc. Common Stock,Listed,1.36
ESCA,Escalade Incorporated Common Stock,Listed,13.1
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Listed,55.14
ESGL,ESGL Holdings Limited Ordinary Shares,Listed,4
ESGLW,ESGL Holdings Limited Warrants,Listed,0.1
ESHA,ESH Acquisition Corp. Class A Common Stock,Listed,11.66
ESLA,Estrella Immunopharma Inc. Common Stock,Listed,1.73
ESLT,Elbit Systems Ltd. Ordinary Shares,Listed,515.24
ESOA,Energy Services of America Corporation Common Stock,Listed,8.7
ESPR,Esperion Therapeutics Inc. Common Stock,Listed,3.85
ESQ,Esquire Financial Holdings Inc. Common Stock,Listed,107.2
ESTA,Establishment Labs Holdings Inc. Common Shares,Listed,72.51
ETON,Eton Pharmaceuticals Inc. Common Stock,Listed,16.7
ETSY,Etsy Inc. Common Stock,Listed,53.86
EU,enCore Energy Corp. Common Shares,Listed,2.67
EUDA,EUDA Health Holdings Limited Ordinary Shares,Listed,2.3
EVAX,Evaxion Biotech A/S American Depositary Share,Listed,6.21
EVCM,EverCommerce Inc. Common Stock,Listed,12.08
EVER,EverQuote Inc. Class A Common Stock,Listed,27.74
EVGN,Evogene Ltd Ordinary Shares,Listed,1.08
EVGO,EVgo Inc. Class A Common Stock,Listed,3.21
EVGOW,EVgo Inc. Warrants,Listed,0.1
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,Listed,7.01
EVLVW,Evolv Technologies Holdings Inc. Warrant,Listed,0.3
EVO,Evotec SE American Depositary Shares,Listed,3.01
EVOK,Evoke Pharma Inc. Common Stock,Listed,10.95
EVRG,Evergy Inc. Common Stock,Listed,73.8
EVTV,Envirotech Vehicles Inc. Common Stock,Listed,1.11
EWBC,East West Bancorp Inc. Common Stock,Listed,113.62
EWCZ,European Wax Center Inc. Class A Common Stock,Listed,4.06
EWTX,Edgewise Therapeutics Inc. Common Stock,Listed,23.62
EXAS,Exact Sciences Corporation Common Stock,Listed,101.5
EXC,Exelon Corporation Common Stock,Listed,43.57
EXEL,Exelixis Inc. Common Stock,Listed,40.88
EXFY,Expensify Inc. Class A Common Stock,Listed,1.61
EXLS,ExlService Holdings Inc. Common Stock,Listed,41.64
EXPE,Expedia Group Inc. Common Stock,Listed,274.21
EXPI,eXp World Holdings Inc. Common Stock,Listed,10.6
EXPO,Exponent Inc. Common Stock,Listed,73.63
EXTR,Extreme Networks Inc. Common Stock,Listed,16.91
EYE,National Vision Holdings Inc. Common Stock,Listed,28.83
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,Listed,15.99
EZGO,EZGO Technologies Ltd. Ordinary Shares,Listed,2.28
EZPW,EZCORP Inc. Class A Non Voting Common Stock,Listed,20.98
FA,First Advantage Corporation Common Stock,Listed,14.53
FAMI,Farmmi Inc. Ordinary Shares,Listed,1.5
FANG,Diamondback Energy Inc. Common Stock,Listed,156.68
FARM,Farmer Brothers Company Common Stock,Listed,1.5
FAST,Fastenal Company Common Stock,Listed,42.01
FAT,FAT Brands Inc. Class A Common Stock,Listed,0.45
FATBB,FAT Brands Inc. Class B Common Stock,Listed,1.6
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,Listed,1.08
FATE,Fate Therapeutics Inc. Common Stock,Listed,1.15
FBIO,Fortress Biotech Inc. Common Stock,Listed,2.93
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Listed,7.71
FBIZ,First Business Financial Services Inc. Common Stock,Listed,57.24
FBLG,FibroBiologics Inc. Common Stock,Listed,0.39
FBNC,First Bancorp Common Stock,Listed,53.36
FBRX,Forte Biosciences Inc. Common Stock,Listed,21.37
FBYD,Falcon's Beyond Global Inc. Class A Common Stock,Listed,11.25
FBYDW,Falcon's Beyond Global Inc. Warrants,Listed,1.3
FCAP,First Capital Inc. Common Stock,Listed,65.29
FCBC,First Community Bankshares Inc. (VA) Common Stock,Listed,35.03
FCCO,First Community Corporation Common Stock,Listed,30.65
FCEL,FuelCell Energy Inc. Common Stock,Listed,8.76
FCFS,FirstCash Holdings Inc. Common Stock,Listed,163.91
FCNCA,First Citizens BancShares Inc. Class A Common Stock,Listed,2055.52
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,Listed,21.33
FCNCP,First Citizens BancShares Inc. Depositary Shares,Listed,20.67
FCUV,Focus Universal Inc. Common Stock,Listed,3.43
FDBC,Fidelity D & D Bancorp Inc. Common Stock,Listed,48.72
FDMT,4D Molecular Therapeutics Inc. Common Stock,Listed,10.84
FDUS,Fidus Investment Corporation Common Stock,Listed,20.11
FEAM,5E Advanced Materials Inc. Common Stock,Listed,3.82
FEBO,Fenbo Holdings Limited Ordinary Shares,Listed,0.86
FEIM,Frequency Electronics Inc. Common Stock,Listed,46.45
FELE,Franklin Electric Co. Inc. Common Stock,Listed,96.05
FEMY,Femasys Inc. Common Stock,Listed,0.86
FENC,Fennec Pharmaceuticals Inc. Common Stock,Listed,7.55
FER,Ferrovial SE Ordinary Shares,Listed,66.75
FFBC,First Financial Bancorp. Common Stock,Listed,26.83
FFIC,Flushing Financial Corporation Common Stock,Listed,17.09
FFIN,First Financial Bankshares Inc. Common Stock,Listed,31.59
FFIV,F5 Inc. Common Stock,Listed,262.67
FGBI,First Guaranty Bancshares Inc. Common Stock,Listed,4.77
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Listed,15.33
FGEN,FibroGen Inc Common Stock,Listed,8.38
FGI,FGI Industries Ltd. Ordinary Shares,Listed,6.4
FHB,First Hawaiian Inc. Common Stock,Listed,26.01
FHTX,Foghorn Therapeutics Inc. Common Stock,Listed,4.44
FIBK,First Interstate BancSystem Inc. Common Stock (DE),Listed,35.4
FINW,FinWise Bancorp Common Stock,Listed,17.79
FIP,FTAI Infrastructure Inc. Common Stock ,Listed,5.13
FISI,Financial Institutions Inc. Common Stock,Listed,32.75
FITB,Fifth Third Bancorp Common Stock,Listed,48.15
FITBI,Fifth Third Bancorp Depositary Shares,Listed,25.84
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,Listed,19.48
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,Listed,24.85
FIVE,Five Below Inc. Common Stock,Listed,183.41
FIVN,Five9 Inc. Common Stock,Listed,21.14
FIZZ,National Beverage Corp. Common Stock,Listed,33.85
FKWL,Franklin Wireless Corp. Common Stock,Listed,4.53
FLEX,Flex Ltd. Ordinary Shares,Listed,68.8
FLGC,Flora Growth Corp. Common Stock,Listed,9.74
FLGT,Fulgent Genetics Inc. Common Stock,Listed,27.14
FLL,Full House Resorts Inc. Common Stock,Listed,3.08
FLNC,Fluence Energy Inc. Class A Common Stock,Listed,22.19
FLNT,Fluent Inc. Common Stock,Listed,2.21
FLUX,Flux Power Holdings Inc. Common Stock,Listed,1.53
FLWS,1-800-FLOWERS.COM Inc. Common Stock,Listed,3.91
FLXS,Flexsteel Industries Inc. Common Stock,Listed,42.42
FLYW,Flywire Corporation Voting Common Stock,Listed,14.77
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,Listed,27.56
FMBH,First Mid Bancshares Inc. Common Stock,Listed,41.97
FMNB,Farmers National Banc Corp. Common Stock,Listed,14.43
FMST,Foremost Lithium Resource & Technology Ltd. Common stock,Listed,3
FMSTW,Foremost Lithium Resource & Technology Ltd. Warrant,Listed,1.02
FNGR,FingerMotion Inc. Common Stock,Listed,1.57
FNKO,Funko Inc. Class A Common Stock,Listed,3.22
FNLC,First Bancorp Inc  (ME) Common Stock,Listed,27.81
FNWB,First Northwest Bancorp Common Stock,Listed,9.93
FNWD,Finward Bancorp Common Stock,Listed,38.94
FOLD,Amicus Therapeutics Inc. Common Stock,Listed,10.55
FONR,Fonar Corporation Common Stock,Listed,14.75
FORA,Forian Inc. Common Stock,Listed,2.13
FORD,Forward Industries Inc. Common Stock,Listed,7.56
FORL,Four Leaf Acquisition Corporation Class A Common Stock,Listed,11.75
FORLU,Four Leaf Acquisition Corporation Unit,Listed,11.05
FORM,FormFactor Inc. FormFactor Inc. Common Stock,Listed,55.44
FORR,Forrester Research Inc. Common Stock,Listed,7.13
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,Listed,174.69
FOSL,Fossil Group Inc. Common Stock,Listed,3.9
FOX,Fox Corporation Class B Common Stock,Listed,63.08
FOXA,Fox Corporation Class A Common Stock,Listed,71.1
FOXF,Fox Factory Holding Corp. Common Stock,Listed,17.04
FPAY,FlexShopper Inc. Common Stock,Listed,0
FRAF,Franklin Financial Services Corporation Common Stock,Listed,55.32
FRBA,First Bank Common Stock,Listed,17.25
FRGT,Freight Technologies Inc. Ordinary Shares,Listed,0.6
FRHC,Freedom Holding Corp. Common Stock,Listed,136.77
FRME,First Merchants Corporation Common Stock,Listed,38.82
FRMEP,First Merchants Corporation Depository Shares,Listed,25.6
FROG,JFrog Ltd. Ordinary Shares,Listed,68.98
FRPH,FRP Holdings Inc. Common Stock,Listed,23.4
FRPT,Freshpet Inc. Common Stock,Listed,63.42
FRSH,Freshworks Inc. Class A Common Stock,Listed,13.15
FRST,Primis Financial Corp. Common Stock,Listed,13.38
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,Listed,1.87
FSBC,Five Star Bancorp Common Stock,Listed,37.26
FSBW,FS Bancorp Inc. Common Stock,Listed,42.94
FSEA,First Seacoast Bancorp Inc. Common Stock,Listed,12.32
FSFG,First Savings Financial Group Inc. Common Stock,Listed,32.98
FSLR,First Solar Inc. Common Stock,Listed,254.8
FSTR,L.B. Foster Company Common Stock,Listed,26.7
FSV,FirstService Corporation Common Shares,Listed,154.54
FTAI,FTAI Aviation Ltd. Common Stock,Listed,176.92
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Listed,26.91
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Listed,25.39
FTCI,FTC Solar Inc. Common Stock,Listed,9.59
FTDR,Frontdoor Inc. Common Stock,Listed,54.71
FTEK,Fuel Tech Inc. Common Stock,Listed,1.72
FTEL,Fitell Corporation Ordinary Shares,Listed,0.7
FTFT,Future FinTech Group Inc. Common Stock,Listed,1.08
FTHM,Fathom Holdings Inc. Common Stock,Listed,1.24
FTII,FutureTech II Acquisition Corp. Class A Common Stock,Listed,12.02
FTLF,FitLife Brands Inc. Common Stock,Listed,17.97
FTNT,Fortinet Inc. Common Stock,Listed,82.22
FTRE,Fortrea Holdings Inc. Common Stock,Listed,15.72
FUFU,BitFuFu Inc. Class A Ordinary Shares,Listed,2.86
FULC,Fulcrum Therapeutics Inc. Common Stock,Listed,13
FULT,Fulton Financial Corporation Common Stock,Listed,19.88
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,Listed,19.08
FUNC,First United Corporation Common Stock,Listed,40.51
FUND,Sprott Focus Trust Inc. Common Stock,Listed,8.59
FUSB,First US Bancshares Inc. Common Stock,Listed,14.3
FUTU,Futu Holdings Limited American Depositary Shares,Listed,171.45
FVCB,FVCBankcorp Inc. Common Stock,Listed,13.7
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,Listed,86.41
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,Listed,93.77
FWRD,Forward Air Corporation Common Stock,Listed,25.47
FWRG,First Watch Restaurant Group Inc. Common Stock,Listed,16.36
FXNC,First National Corporation Common Stock,Listed,25.9
FYBR,Frontier Communications Parent Inc. Common Stock,Listed,38.03
GABC,German American Bancorp Inc. Common Stock,Listed,40.91
GAIA,Gaia Inc. Class A Common Stock,Listed,4.04
GAIN,Gladstone Investment Corporation Business Development Company,Listed,13.96
GAINL,Gladstone Investment Corporation 8.00% Notes due 2028,Listed,25.18
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,Listed,25.06
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,Listed,23.93
GALT,Galectin Therapeutics Inc. Common Stock,Listed,6.25
GAMB,Gambling.com Group Limited Ordinary Shares,Listed,5.62
GAME,GameSquare Holdings Inc. Common Stock,Listed,0.52
GANX,Gain Therapeutics Inc. Common Stock,Listed,4.14
GASS,StealthGas Inc. Common Stock,Listed,7.18
GBDC,Golub Capital BDC Inc. Common Stock,Listed,13.76
GBIO,Generation Bio Co. Common Stock,Listed,5.43
GBNY,Generations Bancorp NY Inc. Common Stock,Listed,17.78
GCBC,Greene County Bancorp Inc. Common Stock,Listed,24.61
GCMG,GCM Grosvenor Inc. Class A Common Stock,Listed,11.68
GCT,GigaCloud Technology Inc Class A Ordinary Shares,Listed,40.37
GCTK,GlucoTrack Inc. Common Stock,Listed,5.73
GDC,GD Culture Group Limited Common Stock,Listed,3.88
GDEN,Golden Entertainment Inc. Common Stock,Listed,28.21
GDEV,GDEV Inc. Ordinary Shares,Listed,16.64
GDHG,Golden Heaven Group Holdings Ltd. Class A Ordinary Shares,Listed,2.75
GDRX,GoodRx Holdings Inc. Class A Common Stock,Listed,2.82
GDS,GDS Holdings Limited ADS,Listed,36.26
GDST,Goldenstone Acquisition Limited Common Stock,Listed,11.04
GDTC,CytoMed Therapeutics Limited Ordinary Shares,Listed,1.66
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,Listed,9.69
GECC,Great Elm Capital Corp. Common Stock,Listed,7.72
GECCI,Great Elm Capital Corp. 8.50% NOTES DUE 2029,Listed,25.58
GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,Listed,25.3
GEG,Great Elm Group Inc. Common Stock,Listed,2.65
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,Listed,24.66
GEHC,GE HealthCare Technologies Inc. Common Stock ,Listed,83.96
GEN,Gen Digital Inc. Common Stock,Listed,27.67
GENK,GEN Restaurant Group Inc. Class A Common Stock,Listed,2.32
GEOS,Geospace Technologies Corporation Common Stock (Texas),Listed,15.57
GERN,Geron Corporation Common Stock,Listed,1.36
GEVO,Gevo Inc. Common Stock,Listed,2.32
GFAI,Guardforce AI Co. Limited Ordinary Shares,Listed,0.84
GFAIW,Guardforce AI Co. Limited Warrant,Listed,0.11
GFS,GlobalFoundries Inc. Ordinary Shares,Listed,38.73
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,Listed,48.41
GGR,Gogoro Inc. Ordinary Shares,Listed,3.72
GGROW,Gogoro Inc. Warrant,Listed,0.01
GH,Guardant Health Inc. Common Stock,Listed,102.07
GHRS,GH Research PLC Ordinary Shares,Listed,13.03
GIFI,Gulf Island Fabrication Inc. Common Stock,Listed,11.91
GIGM,GigaMedia Limited Ordinary Shares,Listed,1.58
GIII,G-III Apparel Group LTD. Common Stock,Listed,31.41
GILD,Gilead Sciences Inc. Common Stock,Listed,120.4
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,Listed,12.68
GIPR,Generation Income Properties Inc. Common Stock,Listed,0.96
GIPRW,Generation Income Properties Inc Warrant,Listed,0.07
GLAD,Gladstone Capital Corporation Common Stock,Listed,21.45
GLBE,Global-E Online Ltd. Ordinary Shares,Listed,40.15
GLBS,Globus Maritime Limited Common Stock,Listed,1.46
GLBZ,Glen Burnie Bancorp Common Stock,Listed,4.1
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,Listed,13.78
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,Listed,1.05
GLNG,Golar Lng Ltd,Listed,36.99
GLPG,Galapagos NV American Depositary Shares,Listed,31.69
GLPI,Gaming and Leisure Properties Inc. Common Stock,Listed,43.49
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,Listed,14.26
GLSI,Greenwich LifeSciences Inc. Common Stock,Listed,10.73
GLTO,Galecto Inc. Common Stock,Listed,32
GLUE,Monte Rosa Therapeutics Inc. Common Stock,Listed,16.31
GMAB,Genmab A/S ADS,Listed,31.31
GMGI,Golden Matrix Group Inc. Common Stock,Listed,0.85
GMM,Global Mofy Metaverse Limited Ordinary Shares,Listed,1.28
GNFT,GENFIT S.A. American Depositary Shares,Listed,5.74
GNLN,Greenlane Holdings Inc. Class A Common Stock,Listed,3.05
GNLX,Genelux Corporation Common Stock,Listed,4.31
GNPX,Genprex Inc. Common Stock,Listed,2.84
GNSS,Genasys Inc. Common Stock,Listed,2.11
GNTA,Genenta Science S.p.A. American Depositary Shares,Listed,1.41
GNTX,Gentex Corporation Common Stock,Listed,23.67
GO,Grocery Outlet Holding Corp. Common Stock,Listed,10.83
GOCO,GoHealth Inc. Class A Common Stock,Listed,3
GOEV,Canoo Inc. Class A Common Stock,Listed,0.37
GOGO,Gogo Inc. Common Stock,Listed,5.09
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,Listed,10.85
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,Listed,23.78
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,Listed,20.66
GOOG,Alphabet Inc. Class C Capital Stock,Listed,310.52
GOOGL,Alphabet Inc. Class A Common Stock,Listed,309.29
GORV,Lazydays Holdings Inc. Common Stock,Listed,0.42
GOSS,Gossamer Bio Inc. Common Stock,Listed,3.6
GOVX,GeoVax Labs Inc. Common Stock,Listed,0.37
GP,GreenPower Motor Company Inc. Common Shares,Listed,0.96
GPAK,Gamer Pakistan Inc. Common Stock,Listed,0
GPATU,GP-Act III Acquisition Corp. Units,Listed,10.72
GPCR,Structure Therapeutics Inc. American Depositary Shares,Listed,67.06
GPRE,Green Plains Inc. Common Stock,Listed,9.67
GPRO,GoPro Inc. Class A Common Stock,Listed,1.73
GRAB,Grab Holdings Limited Class A Ordinary Shares,Listed,5.15
GRABW,Grab Holdings Limited Warrant,Listed,0.37
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,Listed,1.82
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,Listed,17.83
GRFS,Grifols S.A. American Depositary Shares,Listed,9.14
GRI,GRI Bio Inc. Common Stock,Listed,0.53
GRIN,Grindrod Shipping Holdings Ltd. Ordinary Shares,Listed,27.57
GRNQ,Greenpro Capital Corp. Common Stock,Listed,1.8
GROM,Grom Social Enterprises Inc. Common Stock,Listed,0
GROW,U.S. Global Investors Inc. Class A Common Stock,Listed,2.43
GRPN,Groupon Inc. Common Stock,Listed,16.1
GRRR,Gorilla Technology Group Inc. Ordinary shares,Listed,13.74
GRRRW,Gorilla Technology Group Inc. Warrant,Listed,0.47
GRTX,Galera Therapeutics Inc. Common Stock,Listed,0.02
GRVY,GRAVITY Co. Ltd. American Depository Shares,Listed,57.76
GRWG,GrowGeneration Corp. Common Stock,Listed,1.96
