SYMBOL,SUFFIX,NAME OF COMPANY,Status,Last_Price(5d)
GULFPETRO,.NS,GP Petroleums Limited,Listed,35.19
HDFCBANK,.NS,HDFC Bank Limited,Listed,1001.5
HEROMOTOCO,.NS,Hero MotoCorp Limited,Listed,5960.0
HERITGFOOD,.NS,Heritage Foods Limited,Listed,472.45
HGS,.NS,Hinduja Global Solutions Limited,Listed,447.75
HIMATSEIDE,.NS,Himatsingka Seide Limited,Listed,116.75
HINDALCO,.NS,Hindalco Industries Limited,Listed,852.1
IBREALEST,.NS,Indiabulls Real Estate Limited,Listed,72.6
HINDCOPPER,.NS,Hindustan Copper Limited,Listed,382.3
HINDOILEXP,.NS,Hindustan Oil Exploration Company Limited,Listed,152.3
HINDPETRO,.NS,Hindustan Petroleum Corporation Limited,Listed,459.9
HINDZINC,.NS,Hindustan Zinc Limited,Listed,561.65
HMVL,.NS,Hindustan Media Ventures Limited,Listed,66.23
IDEA,.NS,Idea Cellular Limited,Listed,11.64
KAUSHALYA,.NS,Kaushalya Infrastructure Development Corporation Limited,Listed,905.15
HIRECT,.NS,Hind Rectifiers Limited,Listed,1484.1
IFBAGRO,.NS,IFB Agro Industries Limited,Listed,1256.2
HONDAPOWER,.NS,Honda Siel Power Products Limited,Listed,2349.9
INDRAMEDCO,.NS,Indraprastha Medical Corporation Limited,Listed,470.85
ICRA,.NS,ICRA Limited,Listed,6104.0
IFCI,.NS,IFCI Limited,Listed,48.7
INDSWFTLAB,.NS,Ind-Swift Laboratories Limited,Listed,97.91
ICIL,.NS,Indo Count Industries Limited,Listed,286.95
JISLJALEQS,.NS,Jain Irrigation Systems Limited,Listed,40.95
IGPL,.NS,IG Petrochemicals Limited,Listed,406.15
IIFL,.NS,IIFL Holdings Limited,Listed,581.0
IITL,.NS,Industrial Investment Trust Limited,Listed,171.42
IMPAL,.NS,India Motor Parts and Accessories Limited,Listed,1035.7
INDBANK,.NS,Indbank Merchant Banking Services Limited,Listed,35.07
IMPEXFERRO,.NS,Impex Ferro Tech Limited,Listed,1.81
INDIANB,.NS,Indian Bank,Listed,789.35
IOB,.NS,Indian Overseas Bank,Listed,37.03
JBMA,.NS,JBM Auto Limited,Listed,570.85
INDIANHUME,.NS,Indian Hume Pipe Company Limited,Listed,412.45
INDORAMA,.NS,Indo Rama Synthetics (India) Limited,Listed,47.39
JINDRILL,.NS,Jindal Drilling And Industries Limited,Listed,505.7
KCP,.NS,KCP Limited,Listed,180.68
INDOTECH,.NS,Indo Tech Transformers Limited,Listed,1598.3
INDOCO,.NS,Indoco Remedies Limited,Listed,242.55
ISFT,.NS,Intrasoft Technologies Limited,Listed,99.77
INFOMEDIA,.NS,INFOMEDIA PRESS LIMITED,Listed,6.58
JAIBALAJI,.NS,Jai Balaji Industries Limited,Listed,60.48
INGERRAND,.NS,Ingersoll Rand (India) Limited,Listed,3572.8
INFY,.NS,Infosys Limited,Listed,1598.2
JAYAGROGN,.NS,Jayant Agro Organics Limited,Listed,204.27
IPCALAB,.NS,IPCA Laboratories Limited,Listed,1465.9
INSECTICID,.NS,Insecticides (India) Limited,Listed,700.75
JETAIRWAYS,.NS,Jet Airways (India) Limited,Listed,34.16
IVC,.NS,IL&FS Investment Managers Limited,Listed,8.1
ITI,.NS,ITI Limited,Listed,305.1
IVRCLINFRA,.NS,IVRCL Limited,Listed,0.4
JAGSNPHARM,.NS,Jagsonpal Pharmaceuticals Limited,Listed,202.45
JUSTDIAL,.NS,Just Dial Limited,Listed,711.25
JAGRAN,.NS,Jagran Prakashan Limited,Listed,70.11
JAICORPLTD,.NS,Jai Corp Limited,Listed,130.15
IZMO,.NS,IZMO Limited,Listed,852.55
JINDALSTEL,.NS,Jindal Steel & Power Limited,Listed,1029.5
JINDALPOLY,.NS,Jindal Poly Films Limited,Listed,494.55
JINDALPHOT,.NS,Jindal Photo Limited,Listed,1527.3
JINDWORLD,.NS,Jindal Worldwide Limited,Listed,30.17
JKIL,.NS,J.Kumar Infraprojects Limited,Listed,564.3
JKTYRE,.NS,JK Tyre & Industries Limited,Listed,455.0
JKCEMENT,.NS,JK Cement Limited,Listed,5724.5
JMA,.NS,Jullundur Motor Agency (Delhi) Limited,Listed,79.05
KKCL,.NS,Kewal Kiran Clothing Limited,Listed,490.3
LOVABLE,.NS,Lovable Lingerie Limited,Listed,82.62
JOCIL,.NS,Jocil Limited,Listed,144.82
JPASSOCIAT,.NS,Jaiprakash Associates Limited,Listed,4.2
JCHAC,.NS,Johnson Controls Hitachi Air Conditioning India Limited,Listed,1427.4
LGBBROSLTD,.NS,LG Balakrishnan & Bros Limited,Listed,1894.4
JPOLYINVST,.NS,Jindal Poly Investment and Finance Company Limited,Listed,1095.0
JSL,.NS,Jindal Stainless Limited,Listed,785.65
JSWHL,.NS,JSW Holdings Limited,Listed,22165.0
JSWSTEEL,.NS,JSW Steel Limited,Listed,1125.5
KECL,.NS,Kirloskar Electric Company Limited,Listed,101.74
JHS,.NS,JHS Svendgaard Laboratories Limited,Listed,10.14
JUBLFOOD,.NS,Jubilant Foodworks Limited,Listed,583.55
JYOTISTRUC,.NS,Jyoti Structures Limited,Listed,10.81
KIRLOSBROS,.NS,Kirloskar Brothers Limited,Listed,1641.8
KAKATCEM,.NS,Kakatiya Cement Sugar & Industries Limited,Listed,133.8
KABRAEXTRU,.NS,Kabra Extrusion Technik Limited,Listed,220.58
MANINFRA,.NS,Man Infraconstruction Limited,Listed,131.1
JYOTHYLAB,.NS,Jyothy Laboratories Limited,Listed,283.25
KANORICHEM,.NS,Kanoria Chemicals & Industries Limited,Listed,76.35
KMSUGAR,.NS,K.M.Sugar Mills Limited,Listed,26.99
KANSAINER,.NS,Kansai Nerolac Paints Limited,Listed,223.5
KOHINOOR,.NS,Kohinoor Foods Limited,Listed,27.13
KANANIIND,.NS,Kanani Industries Limited,Listed,1.69
KOKUYOCMLN,.NS,Kokuyo Camlin Limited,Listed,90.06
KARURVYSYA,.NS,Karur Vysya Bank Limited,Listed,245.36
KCPSUGIND,.NS,KCP Sugar and Industries Corporation Limited,Listed,26.91
KGL,.NS,Karuturi Global Limited,Listed,0.2
LYKALABS,.NS,Lyka Labs Limited,Listed,77.69
KICL,.NS,Kalyani Investment Company Limited,Listed,5014.0
KIRLOSENG,.NS,Kirloskar Oil Engines Limited,Listed,1144.6
KOLTEPATIL,.NS,Kolte - Patil Developers Limited,Listed,384.25
LAOPALA,.NS,La Opala RG Limited,Listed,205.39
KOTAKBANK,.NS,Kotak Mahindra Bank Limited,Listed,2176.6
LICHSGFIN,.NS,LIC Housing Finance Limited,Listed,532.4
KOTHARIPET,.NS,Kothari Petrochemicals Limited,Listed,126.11
NIBL,.NS,NRB Industrial Bearings Limited,Listed,30.5
OILCOUNTUB,.NS,Oil Country Tubular Limited,Listed,65.71
KRBL,.NS,KRBL Limited,Listed,390.05
LINDEINDIA,.NS,Linde India Limited,Listed,6008.5
KTKBANK,.NS,The Karnataka Bank Limited,Listed,202.2
KSERASERA,.NS,KSS Limited,Listed,0.15
LAKPRE,.NS,Lakshmi Precision Screws Limited,Listed,5.03
LAMBODHARA,.NS,Lambodhara Textiles Limited,Listed,124.34
KOTARISUG,.NS,Kothari Sugars And Chemicals Limited,Listed,28.28
MANAPPURAM,.NS,Manappuram Finance Limited,Listed,287.6
LCCINFOTEC,.NS,LCC Infotech Limited,Listed,4.31
MUNJALAU,.NS,Munjal Auto Industries Limited,Listed,79.24
MADHAV,.NS,Madhav Marbles and Granites Limited,Listed,41.25
MRPL,.NS,Mangalore Refinery and Petrochemicals Limited,Listed,148.95
MAHABANK,.NS,Bank of Maharashtra,Listed,57.03
LPDC,.NS,Landmark Property Development Company Limited,Listed,7.13
LAKSHMIEFL,.NS,Lakshmi Energy and Foods Limited,Listed,2.5
MAHSCOOTER,.NS,Maharashtra Scooters Limited,Listed,14172.0
MADRASFERT,.NS,Madras Fertilizers Limited,Listed,72.85
MIRZAINT,.NS,Mirza International Limited,Listed,40.47
MAHLIFE,.NS,Mahindra Lifespace Developers Limited,Listed,401.35
MALUPAPER,.NS,Malu Paper Mills Limited,Listed,36.46
MANAKCOAT,.NS,Manaksia Coated Metals & Industries Limited,Listed,135.63
MANGLMCEM,.NS,Mangalam Cement Limited,Listed,755.75
NAHARCAP,.NS,Nahar Capital and Financial Services Limited,Listed,261.9
MARALOVER,.NS,Maral Overseas Limited,Listed,45.79
MANUGRAPH,.NS,Manugraph India Limited,Listed,16.05
MRF,.NS,MRF Limited,Listed,152550.0
MAYURUNIQ,.NS,Mayur Uniquoters Ltd,Listed,487.25
MIRCELECTR,.NS,MIRC Electronics Limited,Listed,24.88
MCDHOLDING,.NS,McDowell Holdings Limited,Listed,68.75
MOHITIND,.NS,Mohit Industries Limited,Listed,28.43
MCX,.NS,Multi Commodity Exchange of India Limited,Listed,10162.0
MCLEODRUSS,.NS,Mcleod Russel India Limited,Listed,48.67
MEP,.NS,MEP Infrastructure Developers Limited,Listed,2.11
MOTILALOFS,.NS,Motilal Oswal Financial Services Limited,Listed,864.55
NAKODA,.NS,Nakoda Limited,Listed,0.1
NI15,.NS,National Stock Exchange of India (NSE) Stock Index - NI15,Listed,12419.25
RAINBOWPAP,.NS,Rainbow Papers Limited,Listed,0.15
ADANIPORTS,.NS,Adani Ports and Special Economic Zone Limited,Listed,1522.8
ADANIPOWER,.NS,Adani Power Limited,Listed,144.49
COFFEEDAY,.NS,Coffee Day Enterprises Limited,Listed,32.58
BBTC,.NS,Bombay Burmah Trading Corporation Limited,Listed,1869.5
GOACARBON,.NS,Goa Carbon Limited,Listed,390.3
KITEX,.NS,Kitex Garments Limited,Listed,194.79
NKIND,.NS,NK Industries Limited,Listed,65.78
BEARDSELL,.NS,Beardsell Limited,Listed,30.45
HEXATRADEX,.NS,Hexa Tradex Limited,Listed,166.73
DAMODARIND,.NS,Damodar Industries Limited,Listed,31.49
LUMAXTECH,.NS,Lumax Auto Technologies Limited,Listed,1481.3
WELENT,.NS,Welspun Enterprises Limited,Listed,514.35
JAINSTUDIO,.NS,Jain Studios Limited,Listed,2.4
CURATECH,.NS,Cura Technologies Limited,Listed,123.69
EIMCOELECO,.NS,Eimco Elecon (India) Limited,Listed,1531.7
DSSL,.NS,Dynacons Systems & Solutions Limited,Listed,978.8
EUROMULTI,.NS,Euro Multivision Limited,Listed,1.45
GOENKA,.NS,Goenka Diamond and Jewels Limited,Listed,0.81
LFIC,.NS,Lakshmi Finance & Industrial Corporation Limited,Listed,180.55
NORBTEAEXP,.NS,Norben Tea & Exports Limited,Listed,73.5
MOTOGENFIN,.NS,The Motor & General Finance Limited,Listed,23.81
QUINTEGRA,.NS,Quintegra Solutions Limited,Listed,1.49
RADAAN,.NS,Radaan Mediaworks India Limited,Listed,3.53
RUCHINFRA,.NS,Ruchi Infrastructure Limited,Listed,6.8
TNTELE,.NS,Tamilnadu Telecommunication Limited,Listed,10.01
SIL,.NS,Standard Industries Limited,Listed,16.03
VISUINTL,.NS,Visu International Limited,Listed,0.05
AIFL,.NS,Ashapura Intimates Fashion Limited,Listed,1.55
IVZINGOLD,.NS,Invesco India Gold Exchange Traded Fund,Listed,11575.4
KELLTONTEC,.NS,Kellton Tech Solutions Limited,Listed,18.15
LICNETFN50,.NS,LICNAMC - LICNFENGP,Listed,289.13
LTTS,.NS,L&T Technology Services Limited,Listed,4676.0
SOMICONVEY,.NS,Somi Conveyor Beltings Limited,Listed,132.29
PILANIINVS,.NS,Pilani Investment and Industries Corporation Limited,Listed,5229.0
KERNEX,.NS,Kernex Microsystems (India) Limited,Listed,1026.4
BHARATWIRE,.NS,Bharat Wire Ropes Limited,Listed,178.11
GUJGASLTD,.NS,Gujarat Gas Limited,Listed,395.65
NECCLTD,.NS,North Eastern Carrying Corporation Limited,Listed,19.1
PNCINFRA,.NS,PNC Infratech Limited,Listed,254.18
PRATIBHA,.NS,Pratibha Industries Limited,Listed,0.95
TANLA,.NS,Tanla Solutions Limited,Listed,555.0
TTKHLTCARE,.NS,TTK Healthcare Limited,Listed,1060.0
NIFTY50_SHARIAH,.NS,National Stock Exchange of India (NSE) Stock Index - Nifty50 Shariah,Listed,4782.6
ANTGRAPHIC,.NS,Antarctica Limited,Listed,0.94
GLFL,.NS,Gujarat Lease Financing Limited,Listed,6.28
HMT,.NS,HMT Limited,Listed,48.37
UMESLTD,.NS,Usha Martin Education & Solutions Limited,Listed,5.05
KHAITANLTD,.NS,Khaitan (India) Limited,Listed,98.36
KALYANIFRG,.NS,Kalyani Forge Limited,Listed,661.3
REGENCERAM,.NS,Regency Ceramics Limited,Listed,45.94
TECHIN,.NS,TECHINDIA NIRMAN LIMITED,Listed,14.0
ERAINFRA,.NS,Era Infra Engineering Limited,Listed,1.5
RAJVIR,.NS,Rajvir Industries Limited,Listed,8.85
NH,.NS,Narayana Hrudayalaya Ltd.,Listed,1870.2
ZENITHEXPO,.NS,Zenith Exports Limited,Listed,245.0
NAGREEKEXP,.NS,Nagreeka Exports Limited,Listed,26.9
EXCEL,.NS,Excel Realty N Infra Limited,Listed,1.14
SDBL,.NS,Som Distilleries & Breweries Limited,Listed,107.7
VINYLINDIA,.NS,Vinyl Chemicals (India) Limited,Listed,239.43
WSI,.NS,W S Industries (I) Limited,Listed,83.67
ANKITMETAL,.NS,Ankit Metal & Power Limited,Listed,1.72
AYMSYNTEX,.NS,AYM Syntex Limited,Listed,161.31
COMPINFO,.NS,Compuage Infocom Limited,Listed,1.7
LICNETFSEN,.NS,LICNAMC - LICNFESGP,Listed,953.0
ICICIBANK,.NS,ICICI Bank Limited,Listed,1366.0
PRAJIND,.NS,Praj Industries Limited,Listed,303.7
ICICIPRULI,.NS,ICICI Prudential Life Insurance Company Limited,Listed,647.55
TPLPLASTEH,.NS,TPL Plastech Limited,Listed,66.67
ACC,.NS,ACC Limited,Listed,1771.7
ARMANFIN,.NS,Arman Financial Services Limited,Listed,1482.6
ATUL,.NS,Atul Limited,Listed,5928.0
CAMLINFINE,.NS,Camlin Fine Sciences Limited,Listed,163.84
CIGNITITEC,.NS,Cigniti Technologies Limited,Listed,1803.2
CANTABIL,.NS,Cantabil Retail India Limited,Listed,259.62
PDMJEPAPER,.NS,Pudumjee Paper Products Limited,Listed,98.5
PRECAM,.NS,Precision Camshafts Limited,Listed,155.74
FEL,.NS,FUTURE ENTERPRISES LIMITED,Listed,0.48
GOKULAGRO,.NS,Gokul Agro Resources Limited,Listed,195.0
HATSUN,.NS,Hatsun Agro Product Limited,Listed,1019.4
HDFCSENETF,.NS,HDFCAMC - HDFCSENETF,Listed,70.04
HSCL,.NS,Himadri Speciality Chemical Limited,Listed,465.55
INFRABEES,.NS,Goldman Sachs Infrastructure Exchange Traded Scheme,Listed,984.84
INVENTURE,.NS,Inventure Growth & Securities Limited,Listed,1.2
KESORAMIND,.NS,Kesoram Industries Limited,Listed,8.19
KNRCON,.NS,KNR Constructions Limited,Listed,145.7
LINCOLN,.NS,Lincoln Pharmaceuticals Limited,Listed,472.85
MARATHON,.NS,Marathon Nextgen Realty Limited,Listed,550.4
MINDTECK,.NS,Mindteck (India) Limited,Listed,197.21
MANAKALUCO,.NS,Manaksia Aluminium Company Limited,Listed,24.29
NCLIND,.NS,NCL Industries Limited,Listed,198.32
NESTLEIND,.NS,Nestle India Limited,Listed,1238.3
NIFTYBEES,.NS,Goldman Sachs Nifty Exchange Traded Scheme,Listed,294.69
POKARNA,.NS,Pokarna Limited,Listed,865.55
POWERMECH,.NS,Power Mech Projects Limited,Listed,2234.8
REDINGTON,.NS,Redington (India) Limited,Listed,280.65
SALZERELEC,.NS,Salzer Electronics Limited,Listed,697.75
SAKHTISUG,.NS,Sakthi Sugars Limited,Listed,19.36
SHAHALLOYS,.NS,Shah Alloys Limited,Listed,69.33
SETF10GILT,.NS,SBIAMC - SETF10GILT,Listed,258.61
SPAL,.NS,S. P. Apparels Limited,Listed,726.75
SITINET,.NS,Siti Networks Limited,Listed,0.38
SUNPHARMA,.NS,Sun Pharmaceuticals Industries Limited,Listed,1793.5
SUMEETINDS,.NS,Sumeet Industries Limited,Listed,31.74
SUNDRMBRAK,.NS,Sundaram Brake Linings Limited,Listed,674.1
TALBROAUTO,.NS,Talbros Automotive Components Limited,Listed,280.75
SUNTECK,.NS,Sunteck Realty Limited,Listed,400.75
THERMAX,.NS,Thermax Limited,Listed,2870.4
SURANASOL,.NS,SURANA SOLAR LIMITED,Listed,27.5
SUTLEJTEX,.NS,Sutlej Textiles and Industries Limited,Listed,32.32
TATACOMM,.NS,Tata Communications Limited,Listed,1799.1
VALECHAENG,.NS,Valecha Engineering Limited,Listed,960.0
VIKASECO,.NS,Vikas EcoTech Limited,Listed,1.6
VINATIORGA,.NS,Vinati Organics Limited,Listed,1592.6
AGRITECH,.NS,Agri-Tech (India) Limited,Listed,129.53
ICSA,.NS,ICSA (India) Limited,Listed,0.2
CALSOFT,.NS,California Software Company Limited,Listed,15.94
CREATIVEYE,.NS,Creative Eye Limited,Listed,7.02
CYBERMEDIA,.NS,Cyber Media (India) Limited,Listed,16.57
FELDVR,.NS,Future Enterprises Limited,Listed,3.1
MGL,.NS,Mahanagar Gas Limited,Listed,1123.2
VEDL,.NS,Vedanta Limited,Listed,543.6
RAMASTEEL,.NS,Rama Steel Tubes Limited,Listed,10.66
SSWL,.NS,Steel Strips Wheels Limited,Listed,188.57
ITC,.NS,ITC Limited,Listed,400.1
INDIGO,.NS,InterGlobe Aviation Limited,Listed,4860.5
MANAKSTEEL,.NS,Manaksia Steels Limited,Listed,57.55
ARCHIES,.NS,Archies Limited,Listed,18.33
DCW,.NS,DCW Limited,Listed,60.41
IFBIND,.NS,IFB Industries Limited,Listed,1609.6
SEQUENT,.NS,Sequent Scientific Limited,Listed,209.68
EON,.NS,Eon Electric Limited,Listed,6.4
GOODLUCK,.NS,Goodluck India Limited,Listed,1096.2
GTL,.NS,GTL Limited,Listed,8.2
GULFOILLUB,.NS,Gulf Oil Lubricants India Limited,Listed,1159.2
NAVNETEDUL,.NS,Navneet Education Limited,Listed,141.02
VISHNU,.NS,Vishnu Chemicals Limited,Listed,496.65
ALBERTDAVD,.NS,Albert David Limited,Listed,770.3
ABFRL,.NS,Aditya Birla Fashion and Retail Limited,Listed,77.67
ADVENZYMES,.NS,Advanced Enzyme Technologies Limited,Listed,309.95
BAJAJHLDNG,.NS,Bajaj Holdings & Investment Limited,Listed,10900.0
BROOKS,.NS,Brooks Laboratories Limited,Listed,98.04
EXCELINDUS,.NS,Excel Industries Limited,Listed,929.0
INOXWIND,.NS,Inox Wind Limited,Listed,124.61
TRIGYN,.NS,Trigyn Technologies Limited,Listed,69.73
KRIDHANINF,.NS,Kridhan Infra Limited,Listed,3.97
SANGHIIND,.NS,Sanghi Industries Limited,Listed,63.19
PALREDTEC,.NS,Palred Technologies Limited,Listed,39.3
NIFTY_SHARIAH_25,.NS,National Stock Exchange of India (NSE) Stock Index - Nifty Shariah 25,Listed,8440.6
ATLASCYCLE,.NS,Atlas Cycles (Haryana) Limited,Listed,92.75
BILENERGY,.NS,Bil Energy Systems Limited,Listed,0.6
BURNPUR,.NS,Burnpur Cement Limited,Listed,33.0
CGCL,.NS,Capri Global Capital Limited,Listed,184.13
ENGINERSIN,.NS,Engineers India Limited,Listed,192.77
MAITHANALL,.NS,Maithan Alloys Limited,Listed,948.85
MBLINFRA,.NS,MBL Infrastructures Limited,Listed,33.78
OPTOCIRCUI,.NS,Opto Circuits (India) Limited,Listed,1.8
PKTEA,.NS,The Peria Karamalai Tea & Produce Company Limited,Listed,765.45
ORIENTCEM,.NS,Orient Cement Limited,Listed,165.55
PLASTIBLEN,.NS,Plastiblends India Limited,Listed,163.26
PVP,.NS,PVP Ventures Limited,Listed,34.09
SAKUMA,.NS,Sakuma Exports Limited,Listed,2.2
VADILALIND,.NS,Vadilal Industries Limited,Listed,5127.5
VIMTALABS,.NS,Vimta Labs Limited,Listed,601.1
VOLTAS,.NS,Voltas Limited,Listed,1377.2
VRLLOG,.NS,VRL Logistics Limited,Listed,269.25
VMART,.NS,V-Mart Retail Limited,Listed,760.9
MANAKSIA,.NS,Manaksia Limited,Listed,61.78
MARKSANS,.NS,Marksans Pharma Limited,Listed,193.86
MELSTAR,.NS,Melstar Information Technologies Limited,Listed,4.25
MHRIL,.NS,Mahindra Holidays & Resorts India Limited,Listed,314.25
MOIL,.NS,MOIL Limited,Listed,328.7
MONTECARLO,.NS,Monte Carlo Fashions Limited,Listed,708.65
MPHASIS,.NS,MphasiS Limited,Listed,2912.7
SNOWMAN,.NS,Snowman Logistics Limited,Listed,41.55
MUNJALSHOW,.NS,Munjal Showa Limited,Listed,124.31
NATCOPHARM,.NS,Natco Pharma Limited,Listed,905.65
NATHBIOGEN,.NS,Nath Bio-Genes (India) Limited,Listed,153.3
NBCC,.NS,NBCC (INDIA) LIMITED,Listed,109.57
SJVN,.NS,SJVN Limited,Listed,72.3
SKIL,.NS,SKIL Infrastructure Limited,Listed,1.11
SONATSOFTW,.NS,Sonata Software Limited,Listed,350.05
SREEL,.NS,Sreeleathers Limited,Listed,218.68
SUBROS,.NS,Subros Limited,Listed,866.0
UNITEDTEA,.NS,The United Nilgiri Tea Estates Company Limited,Listed,443.5
VAKRANGEE,.NS,VAKRANGEE LIMITED,Listed,7.9
VAIBHAVGBL,.NS,Vaibhav Global Limited,Listed,236.21
VETO,.NS,Veto Switchgears And Cables Limited,Listed,108.62
VISAKAIND,.NS,Visaka Industries Limited,Listed,66.41
AVTNPL,.NS,AVT Natural Products Limited,Listed,66.81
AUTOAXLES,.NS,Automotive Axles Limited,Listed,1870.4
BAJAJELEC,.NS,Bajaj Electricals Limited,Listed,476.4
BAJAJHIND,.NS,Bajaj Hindusthan Sugar Limited,Listed,19.47
BALAJITELE,.NS,Balaji Telefilms Limited,Listed,108.84
BBL,.NS,Bharat Bijlee Limited,Listed,2826.0
SUNDARMFIN,.NS,Sundaram Finance Limited,Listed,4783.2
SUNTV,.NS,Sun TV Network Limited,Listed,562.5
SUPERSPIN,.NS,Super Spinning Mills Limited,Listed,8.27
